"subject" "condition" "item" "variable" "value"
"12654" 24 "a" 2 "TRC" 0
"12655" 24 "a" 2 "TRC" 3
"12656" 24 "a" 2 "TRC" 3
"12657" 24 "a" 2 "TRC" NA
"12658" 24 "a" 2 "TRC" 2
"12659" 24 "a" 2 "TRC" NA
"12660" 24 "a" 2 "TRC" NA
"12661" 24 "c" 4 "TRC" 0
"12662" 24 "c" 4 "TRC" 0
"12663" 24 "c" 4 "TRC" 2
"12664" 24 "c" 4 "TRC" 2
"12665" 24 "c" 4 "TRC" 3
"12666" 24 "c" 4 "TRC" 0
"12667" 24 "c" 4 "TRC" 0
"12668" 24 "c" 4 "TRC" 1
"12669" 24 "c" 4 "TRC" 1
"12670" 24 "c" 4 "TRC" NA
"12671" 24 "c" 4 "TRC" NA
"12672" 24 "c" 4 "TRC" NA
"12673" 24 "c" 16 "TRC" 0
"12674" 24 "c" 16 "TRC" NA
"12675" 24 "c" 16 "TRC" 0
"12676" 24 "c" 16 "TRC" 2
"12677" 24 "c" 16 "TRC" 1
"12678" 24 "c" 16 "TRC" 2
"12679" 24 "c" 16 "TRC" 4
"12680" 24 "c" 16 "TRC" 1
"12681" 24 "c" 16 "TRC" 0
"12682" 24 "c" 16 "TRC" NA
"12683" 24 "c" 16 "TRC" NA
"12684" 24 "c" 16 "TRC" NA
"12685" 24 "d" 5 "TRC" 0
"12686" 24 "d" 5 "TRC" 1
"12687" 24 "d" 5 "TRC" 1
"12688" 24 "d" 5 "TRC" 2
"12689" 24 "d" 5 "TRC" 1
"12690" 24 "d" 5 "TRC" 1
"12691" 24 "d" 5 "TRC" 1
"12692" 24 "d" 5 "TRC" NA
"12693" 24 "d" 5 "TRC" NA
"12694" 24 "d" 5 "TRC" 1
"12695" 24 "d" 5 "TRC" NA
"12696" 24 "d" 5 "TRC" NA
"12697" 24 "d" 1 "TRC" 0
"12698" 24 "d" 1 "TRC" 1
"12699" 24 "d" 1 "TRC" 0
"12700" 24 "d" 1 "TRC" 2
"12701" 24 "d" 1 "TRC" 0
"12702" 24 "d" 1 "TRC" 0
"12703" 24 "d" 1 "TRC" 2
"12704" 24 "d" 1 "TRC" 0
"12705" 24 "d" 1 "TRC" 1
"12706" 24 "d" 1 "TRC" NA
"12707" 24 "d" 1 "TRC" NA
"12708" 24 "d" 1 "TRC" NA
"12709" 24 "d" 9 "TRC" 0
"12710" 24 "d" 9 "TRC" NA
"12711" 24 "d" 9 "TRC" 1
"12712" 24 "d" 9 "TRC" 0
"12713" 24 "d" 9 "TRC" 1
"12714" 24 "d" 9 "TRC" 0
"12715" 24 "d" 9 "TRC" 0
"12716" 24 "d" 9 "TRC" NA
"12717" 24 "d" 9 "TRC" 1
"12718" 24 "d" 9 "TRC" NA
"12719" 24 "d" 9 "TRC" NA
"12720" 24 "d" 9 "TRC" NA
"12721" 24 "b" 3 "TRC" 0
"12722" 24 "b" 3 "TRC" 0
"12723" 24 "b" 3 "TRC" 0
"12724" 24 "b" 3 "TRC" 1
"12725" 24 "b" 3 "TRC" 1
"12726" 24 "b" 3 "TRC" 0
"12727" 24 "b" 3 "TRC" 2
"12728" 24 "b" 3 "TRC" 3
"12729" 24 "b" 3 "TRC" 2
"12730" 24 "b" 3 "TRC" NA
"12731" 24 "b" 3 "TRC" 1
"12732" 24 "b" 3 "TRC" NA
"12733" 25 "a" 1 "TRC" 0
"12734" 25 "a" 1 "TRC" 1
"12735" 25 "a" 1 "TRC" 4
"12736" 25 "a" 1 "TRC" 1
"12737" 25 "a" 1 "TRC" 3
"12738" 25 "a" 1 "TRC" 2
"12739" 25 "a" 1 "TRC" 1
"12740" 25 "a" 1 "TRC" 0
"12741" 25 "a" 1 "TRC" NA
"12742" 25 "a" 1 "TRC" 2
"12743" 25 "a" 1 "TRC" NA
"12744" 25 "a" 1 "TRC" NA
"12745" 25 "a" 9 "TRC" 0
"12746" 25 "a" 9 "TRC" 0
"12747" 25 "a" 9 "TRC" 2
"12748" 25 "a" 9 "TRC" 0
"12749" 25 "a" 9 "TRC" 1
"12750" 25 "a" 9 "TRC" 3
"12751" 25 "a" 9 "TRC" 1
"12752" 25 "a" 9 "TRC" 1
"12753" 25 "a" 9 "TRC" NA
"12754" 25 "a" 9 "TRC" 3
"12755" 25 "a" 9 "TRC" NA
"12756" 25 "a" 9 "TRC" NA
"12757" 25 "c" 3 "TRC" 0
"12758" 25 "c" 3 "TRC" 1
"12759" 25 "c" 3 "TRC" 3
"12760" 25 "c" 3 "TRC" 0
"12761" 25 "c" 3 "TRC" 2
"12762" 25 "c" 3 "TRC" 0
"12763" 25 "c" 3 "TRC" 1
"12764" 25 "c" 3 "TRC" 1
"12765" 25 "c" 3 "TRC" NA
"12766" 25 "c" 3 "TRC" 2
"12767" 25 "c" 3 "TRC" NA
"12768" 25 "c" 3 "TRC" NA
"12769" 25 "b" 6 "TRC" 0
"12770" 25 "b" 6 "TRC" 1
"12771" 25 "b" 6 "TRC" 1
"12772" 25 "b" 6 "TRC" 0
"12773" 25 "b" 6 "TRC" 1
"12774" 25 "b" 6 "TRC" 0
"12775" 25 "b" 6 "TRC" 0
"12776" 25 "b" 6 "TRC" 1
"12777" 25 "b" 6 "TRC" 1
"12778" 25 "b" 6 "TRC" NA
"12779" 25 "b" 6 "TRC" 2
"12780" 25 "b" 6 "TRC" NA
"12781" 25 "c" 15 "TRC" 0
"12782" 25 "c" 15 "TRC" 0
"12783" 25 "c" 15 "TRC" 5
"12784" 25 "c" 15 "TRC" 1
"12785" 25 "c" 15 "TRC" 2
"12786" 25 "c" 15 "TRC" 2
"12787" 25 "c" 15 "TRC" 1
"12788" 25 "c" 15 "TRC" 3
"12789" 25 "c" 15 "TRC" NA
"12790" 25 "c" 15 "TRC" NA
"12791" 25 "c" 15 "TRC" NA
"12792" 25 "c" 15 "TRC" NA
"12793" 25 "d" 16 "TRC" 0
"12794" 25 "d" 16 "TRC" 2
"12795" 25 "d" 16 "TRC" 1
"12796" 25 "d" 16 "TRC" 0
"12797" 25 "d" 16 "TRC" 2
"12798" 25 "d" 16 "TRC" 1
"12799" 25 "d" 16 "TRC" 2
"12800" 25 "d" 16 "TRC" 1
"12801" 25 "d" 16 "TRC" 0
"12802" 25 "d" 16 "TRC" NA
"12803" 25 "d" 16 "TRC" NA
"12804" 25 "d" 16 "TRC" NA
"12805" 25 "a" 5 "TRC" 0
"12806" 25 "a" 5 "TRC" 0
"12807" 25 "a" 5 "TRC" 1
"12808" 25 "a" 5 "TRC" 0
"12809" 25 "a" 5 "TRC" 1
"12810" 25 "a" 5 "TRC" 0
"12811" 25 "a" 5 "TRC" 1
"12812" 25 "a" 5 "TRC" 2
"12813" 25 "a" 5 "TRC" 1
"12814" 25 "a" 5 "TRC" 5
"12815" 25 "a" 5 "TRC" NA
"12816" 25 "a" 5 "TRC" NA
"12817" 25 "c" 7 "TRC" 0
"12818" 25 "c" 7 "TRC" NA
"12819" 25 "c" 7 "TRC" 0
"12820" 25 "c" 7 "TRC" 0
"12821" 25 "c" 7 "TRC" 1
"12822" 25 "c" 7 "TRC" 0
"12823" 25 "c" 7 "TRC" 2
"12824" 25 "c" 7 "TRC" 0
"12825" 25 "c" 7 "TRC" 1
"12826" 25 "c" 7 "TRC" NA
"12827" 25 "c" 7 "TRC" NA
"12828" 25 "c" 7 "TRC" NA
"12829" 25 "b" 2 "TRC" 0
"12830" 25 "b" 2 "TRC" 0
"12831" 25 "b" 2 "TRC" 1
"12832" 25 "b" 2 "TRC" 0
"12833" 25 "b" 2 "TRC" 2
"12834" 25 "b" 2 "TRC" 2
"12835" 25 "b" 2 "TRC" 2
"12836" 25 "b" 2 "TRC" 3
"12837" 25 "b" 2 "TRC" NA
"12838" 25 "b" 2 "TRC" NA
"12839" 25 "b" 2 "TRC" NA
"12840" 25 "b" 2 "TRC" NA
"12841" 25 "d" 8 "TRC" 0
"12842" 25 "d" 8 "TRC" 0
"12843" 25 "d" 8 "TRC" 1
"12844" 25 "d" 8 "TRC" 1
"12845" 25 "d" 8 "TRC" 0
"12846" 25 "d" 8 "TRC" 1
"12847" 25 "d" 8 "TRC" 1
"12848" 25 "d" 8 "TRC" NA
"12849" 25 "d" 8 "TRC" NA
"12850" 25 "d" 8 "TRC" NA
"12851" 25 "d" 8 "TRC" NA
"12852" 25 "d" 8 "TRC" NA
"12853" 25 "b" 10 "TRC" 0
"12854" 25 "b" 10 "TRC" 0
"12855" 25 "b" 10 "TRC" 0
"12856" 25 "b" 10 "TRC" 1
"12857" 25 "b" 10 "TRC" 1
"12858" 25 "b" 10 "TRC" 1
"12859" 25 "b" 10 "TRC" 0
"12860" 25 "b" 10 "TRC" 1
"12861" 25 "b" 10 "TRC" 2
"12862" 25 "b" 10 "TRC" 0
"12863" 25 "b" 10 "TRC" 4
"12864" 25 "b" 10 "TRC" NA
"12865" 25 "d" 12 "TRC" 0
"12866" 25 "d" 12 "TRC" 2
"12867" 25 "d" 12 "TRC" 2
"12868" 25 "d" 12 "TRC" 1
"12869" 25 "d" 12 "TRC" 3
"12870" 25 "d" 12 "TRC" 2
"12871" 25 "d" 12 "TRC" 3
"12872" 25 "d" 12 "TRC" 1
"12873" 25 "d" 12 "TRC" 2
"12874" 25 "d" 12 "TRC" NA
"12875" 25 "d" 12 "TRC" NA
"12876" 25 "d" 12 "TRC" NA
"12877" 25 "a" 13 "TRC" 0
"12878" 25 "a" 13 "TRC" 0
"12879" 25 "a" 13 "TRC" 3
"12880" 25 "a" 13 "TRC" 0
"12881" 25 "a" 13 "TRC" 2
"12882" 25 "a" 13 "TRC" 0
"12883" 25 "a" 13 "TRC" 0
"12884" 25 "a" 13 "TRC" 2
"12885" 25 "a" 13 "TRC" 1
"12886" 25 "a" 13 "TRC" 1
"12887" 25 "a" 13 "TRC" NA
"12888" 25 "a" 13 "TRC" NA
"12889" 25 "b" 14 "TRC" 0
"12890" 25 "b" 14 "TRC" 1
"12891" 25 "b" 14 "TRC" 1
"12892" 25 "b" 14 "TRC" 0
"12893" 25 "b" 14 "TRC" 3
"12894" 25 "b" 14 "TRC" 2
"12895" 25 "b" 14 "TRC" 1
"12896" 25 "b" 14 "TRC" 1
"12897" 25 "b" 14 "TRC" 2
"12898" 25 "b" 14 "TRC" 1
"12899" 25 "b" 14 "TRC" NA
"12900" 25 "b" 14 "TRC" NA
"12901" 25 "d" 4 "TRC" 0
"12902" 25 "d" 4 "TRC" 0
"12903" 25 "d" 4 "TRC" 2
"12904" 25 "d" 4 "TRC" 0
"12905" 25 "d" 4 "TRC" 0
"12906" 25 "d" 4 "TRC" 1
"12907" 25 "d" 4 "TRC" 0
"12908" 25 "d" 4 "TRC" NA
"12909" 25 "d" 4 "TRC" 3
"12910" 25 "d" 4 "TRC" NA
"12911" 25 "d" 4 "TRC" NA
"12912" 25 "d" 4 "TRC" NA
"12913" 26 "d" 15 "TRC" 0
"12914" 26 "d" 15 "TRC" 1
"12915" 26 "d" 15 "TRC" 2
"12916" 26 "d" 15 "TRC" 0
"12917" 26 "d" 15 "TRC" 1
"12918" 26 "d" 15 "TRC" 1
"12919" 26 "d" 15 "TRC" 1
"12920" 26 "d" 15 "TRC" NA
"12921" 26 "d" 15 "TRC" NA
"12922" 26 "d" 15 "TRC" NA
"12923" 26 "d" 15 "TRC" NA
"12924" 26 "d" 15 "TRC" NA
"12925" 26 "a" 12 "TRC" 0
"12926" 26 "a" 12 "TRC" 1
"12927" 26 "a" 12 "TRC" 2
"12928" 26 "a" 12 "TRC" 0
"12929" 26 "a" 12 "TRC" 2
"12930" 26 "a" 12 "TRC" NA
"12931" 26 "a" 12 "TRC" 1
"12932" 26 "a" 12 "TRC" 1
"12933" 26 "a" 12 "TRC" NA
"12934" 26 "a" 12 "TRC" 2
"12935" 26 "a" 12 "TRC" NA
"12936" 26 "a" 12 "TRC" NA
"12937" 26 "d" 7 "TRC" 0
"12938" 26 "d" 7 "TRC" 2
"12939" 26 "d" 7 "TRC" 1
"12940" 26 "d" 7 "TRC" 0
"12941" 26 "d" 7 "TRC" 5
"12942" 26 "d" 7 "TRC" 1
"12943" 26 "d" 7 "TRC" 1
"12944" 26 "d" 7 "TRC" 2
"12945" 26 "d" 7 "TRC" NA
"12946" 26 "d" 7 "TRC" NA
"12947" 26 "d" 7 "TRC" NA
"12948" 26 "d" 7 "TRC" NA
"12949" 26 "b" 9 "TRC" 0
"12950" 26 "b" 9 "TRC" 0
"12951" 26 "b" 9 "TRC" 2
"12952" 26 "b" 9 "TRC" NA
"12953" 26 "b" 9 "TRC" 1
"12954" 26 "b" 9 "TRC" 0
"12955" 26 "b" 9 "TRC" 2
"12956" 26 "b" 9 "TRC" 2
"12957" 26 "b" 9 "TRC" 0
"12958" 26 "b" 9 "TRC" 5
"12959" 26 "b" 9 "TRC" NA
"12960" 26 "b" 9 "TRC" NA
"12961" 26 "b" 13 "TRC" 0
"12962" 26 "b" 13 "TRC" 3
"12963" 26 "b" 13 "TRC" 1
"12964" 26 "b" 13 "TRC" 1
"12965" 26 "b" 13 "TRC" 2
"12966" 26 "b" 13 "TRC" 1
"12967" 26 "b" 13 "TRC" 1
"12968" 26 "b" 13 "TRC" 1
"12969" 26 "b" 13 "TRC" NA
"12970" 26 "b" 13 "TRC" 2
"12971" 26 "b" 13 "TRC" NA
"12972" 26 "b" 13 "TRC" NA
"12973" 26 "a" 16 "TRC" 0
"12974" 26 "a" 16 "TRC" 0
"12975" 26 "a" 16 "TRC" 2
"12976" 26 "a" 16 "TRC" 0
"12977" 26 "a" 16 "TRC" 0
"12978" 26 "a" 16 "TRC" 0
"12979" 26 "a" 16 "TRC" 1
"12980" 26 "a" 16 "TRC" 1
"12981" 26 "a" 16 "TRC" 2
"12982" 26 "a" 16 "TRC" 3
"12983" 26 "a" 16 "TRC" NA
"12984" 26 "a" 16 "TRC" NA
"12985" 26 "a" 8 "TRC" 0
"12986" 26 "a" 8 "TRC" 0
"12987" 26 "a" 8 "TRC" 1
"12988" 26 "a" 8 "TRC" NA
"12989" 26 "a" 8 "TRC" 1
"12990" 26 "a" 8 "TRC" 1
"12991" 26 "a" 8 "TRC" 1
"12992" 26 "a" 8 "TRC" 1
"12993" 26 "a" 8 "TRC" NA
"12994" 26 "a" 8 "TRC" 2
"12995" 26 "a" 8 "TRC" NA
"12996" 26 "a" 8 "TRC" NA
"12997" 26 "c" 14 "TRC" 0
"12998" 26 "c" 14 "TRC" 0
"12999" 26 "c" 14 "TRC" 2
"13000" 26 "c" 14 "TRC" 0
"13001" 26 "c" 14 "TRC" 1
"13002" 26 "c" 14 "TRC" NA
"13003" 26 "c" 14 "TRC" 0
"13004" 26 "c" 14 "TRC" 0
"13005" 26 "c" 14 "TRC" NA
"13006" 26 "c" 14 "TRC" 1
"13007" 26 "c" 14 "TRC" NA
"13008" 26 "c" 14 "TRC" NA
"13009" 26 "d" 3 "TRC" 0
"13010" 26 "d" 3 "TRC" 2
"13011" 26 "d" 3 "TRC" 2
"13012" 26 "d" 3 "TRC" 1
"13013" 26 "d" 3 "TRC" 1
"13014" 26 "d" 3 "TRC" 0
"13015" 26 "d" 3 "TRC" 1
"13016" 26 "d" 3 "TRC" 0
"13017" 26 "d" 3 "TRC" 1
"13018" 26 "d" 3 "TRC" 1
"13019" 26 "d" 3 "TRC" NA
"13020" 26 "d" 3 "TRC" NA
"13021" 26 "c" 2 "TRC" 0
"13022" 26 "c" 2 "TRC" 1
"13023" 26 "c" 2 "TRC" 0
"13024" 26 "c" 2 "TRC" 0
"13025" 26 "c" 2 "TRC" 1
"13026" 26 "c" 2 "TRC" 1
"13027" 26 "c" 2 "TRC" NA
"13028" 26 "c" 2 "TRC" 0
"13029" 26 "c" 2 "TRC" 1
"13030" 26 "c" 2 "TRC" NA
"13031" 26 "c" 2 "TRC" NA
"13032" 26 "c" 2 "TRC" NA
"13033" 26 "b" 5 "TRC" 0
"13034" 26 "b" 5 "TRC" 0
"13035" 26 "b" 5 "TRC" 1
"13036" 26 "b" 5 "TRC" 0
"13037" 26 "b" 5 "TRC" 1
"13038" 26 "b" 5 "TRC" 0
"13039" 26 "b" 5 "TRC" 1
"13040" 26 "b" 5 "TRC" 1
"13041" 26 "b" 5 "TRC" 3
"13042" 26 "b" 5 "TRC" 1
"13043" 26 "b" 5 "TRC" 2
"13044" 26 "b" 5 "TRC" NA
"13045" 26 "a" 4 "TRC" 0
"13046" 26 "a" 4 "TRC" 1
"13047" 26 "a" 4 "TRC" 0
"13048" 26 "a" 4 "TRC" 0
"13049" 26 "a" 4 "TRC" 1
"13050" 26 "a" 4 "TRC" 0
"13051" 26 "a" 4 "TRC" 0
"13052" 26 "a" 4 "TRC" 0
"13053" 26 "a" 4 "TRC" 0
"13054" 26 "a" 4 "TRC" 2
"13055" 26 "a" 4 "TRC" NA
"13056" 26 "a" 4 "TRC" NA
"13057" 26 "c" 10 "TRC" 0
"13058" 26 "c" 10 "TRC" 1
"13059" 26 "c" 10 "TRC" 1
"13060" 26 "c" 10 "TRC" 0
"13061" 26 "c" 10 "TRC" 1
"13062" 26 "c" 10 "TRC" 0
"13063" 26 "c" 10 "TRC" NA
"13064" 26 "c" 10 "TRC" 0
"13065" 26 "c" 10 "TRC" NA
"13066" 26 "c" 10 "TRC" 1
"13067" 26 "c" 10 "TRC" NA
"13068" 26 "c" 10 "TRC" NA
"13069" 26 "c" 6 "TRC" 0
"13070" 26 "c" 6 "TRC" NA
"13071" 26 "c" 6 "TRC" 0
"13072" 26 "c" 6 "TRC" 0
"13073" 26 "c" 6 "TRC" 0
"13074" 26 "c" 6 "TRC" 0
"13075" 26 "c" 6 "TRC" 0
"13076" 26 "c" 6 "TRC" 0
"13077" 26 "c" 6 "TRC" NA
"13078" 26 "c" 6 "TRC" 1
"13079" 26 "c" 6 "TRC" NA
"13080" 26 "c" 6 "TRC" NA
"13081" 26 "b" 1 "TRC" 0
"13082" 26 "b" 1 "TRC" 0
"13083" 26 "b" 1 "TRC" 2
"13084" 26 "b" 1 "TRC" 1
"13085" 26 "b" 1 "TRC" 1
"13086" 26 "b" 1 "TRC" 0
"13087" 26 "b" 1 "TRC" NA
"13088" 26 "b" 1 "TRC" 0
"13089" 26 "b" 1 "TRC" NA
"13090" 26 "b" 1 "TRC" 2
"13091" 26 "b" 1 "TRC" NA
"13092" 26 "b" 1 "TRC" NA
"13093" 28 "c" 16 "TRC" 0
"13094" 28 "c" 16 "TRC" 1
"13095" 28 "c" 16 "TRC" 5
"13096" 28 "c" 16 "TRC" 0
"13097" 28 "c" 16 "TRC" 2
"13098" 28 "c" 16 "TRC" 0
"13099" 28 "c" 16 "TRC" 1
"13100" 28 "c" 16 "TRC" 1
"13101" 28 "c" 16 "TRC" 1
"13102" 28 "c" 16 "TRC" NA
"13103" 28 "c" 16 "TRC" NA
"13104" 28 "c" 16 "TRC" NA
"13105" 28 "c" 12 "TRC" NA
"13106" 28 "c" 12 "TRC" 0
"13107" 28 "c" 12 "TRC" 1
"13108" 28 "c" 12 "TRC" 0
"13109" 28 "c" 12 "TRC" 0
"13110" 28 "c" 12 "TRC" 0
"13111" 28 "c" 12 "TRC" 0
"13112" 28 "c" 12 "TRC" 0
"13113" 28 "c" 12 "TRC" 4
"13114" 28 "c" 12 "TRC" NA
"13115" 28 "c" 12 "TRC" NA
"13116" 28 "c" 12 "TRC" NA
"13117" 28 "a" 10 "TRC" 0
"13118" 28 "a" 10 "TRC" 1
"13119" 28 "a" 10 "TRC" 1
"13120" 28 "a" 10 "TRC" 1
"13121" 28 "a" 10 "TRC" 1
"13122" 28 "a" 10 "TRC" 0
"13123" 28 "a" 10 "TRC" NA
"13124" 28 "a" 10 "TRC" 0
"13125" 28 "a" 10 "TRC" 1
"13126" 28 "a" 10 "TRC" 1
"13127" 28 "a" 10 "TRC" 2
"13128" 28 "a" 10 "TRC" NA
"13129" 28 "a" 14 "TRC" 0
"13130" 28 "a" 14 "TRC" 2
"13131" 28 "a" 14 "TRC" 4
"13132" 28 "a" 14 "TRC" 0
"13133" 28 "a" 14 "TRC" 2
"13134" 28 "a" 14 "TRC" 2
"13135" 28 "a" 14 "TRC" 0
"13136" 28 "a" 14 "TRC" 2
"13137" 28 "a" 14 "TRC" 1
"13138" 28 "a" 14 "TRC" 2
"13139" 28 "a" 14 "TRC" NA
"13140" 28 "a" 14 "TRC" NA
"13141" 28 "d" 5 "TRC" 0
"13142" 28 "d" 5 "TRC" 0
"13143" 28 "d" 5 "TRC" 1
"13144" 28 "d" 5 "TRC" 1
"13145" 28 "d" 5 "TRC" 0
"13146" 28 "d" 5 "TRC" 0
"13147" 28 "d" 5 "TRC" 0
"13148" 28 "d" 5 "TRC" NA
"13149" 28 "d" 5 "TRC" 0
"13150" 28 "d" 5 "TRC" 1
"13151" 28 "d" 5 "TRC" NA
"13152" 28 "d" 5 "TRC" NA
"13153" 28 "d" 9 "TRC" 0
"13154" 28 "d" 9 "TRC" 0
"13155" 28 "d" 9 "TRC" 0
"13156" 28 "d" 9 "TRC" 0
"13157" 28 "d" 9 "TRC" 1
"13158" 28 "d" 9 "TRC" 0
"13159" 28 "d" 9 "TRC" 0
"13160" 28 "d" 9 "TRC" NA
"13161" 28 "d" 9 "TRC" 2
"13162" 28 "d" 9 "TRC" NA
"13163" 28 "d" 9 "TRC" NA
"13164" 28 "d" 9 "TRC" NA
"13165" 28 "a" 2 "TRC" 0
"13166" 28 "a" 2 "TRC" 1
"13167" 28 "a" 2 "TRC" 1
"13168" 28 "a" 2 "TRC" 0
"13169" 28 "a" 2 "TRC" 1
"13170" 28 "a" 2 "TRC" 2
"13171" 28 "a" 2 "TRC" 1
"13172" 28 "a" 2 "TRC" 1
"13173" 28 "a" 2 "TRC" NA
"13174" 28 "a" 2 "TRC" 1
"13175" 28 "a" 2 "TRC" NA
"13176" 28 "a" 2 "TRC" NA
"13177" 28 "d" 13 "TRC" 0
"13178" 28 "d" 13 "TRC" 1
"13179" 28 "d" 13 "TRC" 0
"13180" 28 "d" 13 "TRC" 1
"13181" 28 "d" 13 "TRC" 1
"13182" 28 "d" 13 "TRC" 2
"13183" 28 "d" 13 "TRC" 2
"13184" 28 "d" 13 "TRC" NA
"13185" 28 "d" 13 "TRC" 1
"13186" 28 "d" 13 "TRC" NA
"13187" 28 "d" 13 "TRC" NA
"13188" 28 "d" 13 "TRC" NA
"13189" 28 "a" 6 "TRC" 0
"13190" 28 "a" 6 "TRC" NA
"13191" 28 "a" 6 "TRC" 1
"13192" 28 "a" 6 "TRC" NA
"13193" 28 "a" 6 "TRC" 1
"13194" 28 "a" 6 "TRC" 1
"13195" 28 "a" 6 "TRC" 1
"13196" 28 "a" 6 "TRC" 2
"13197" 28 "a" 6 "TRC" 1
"13198" 28 "a" 6 "TRC" 1
"13199" 28 "a" 6 "TRC" 1
"13200" 28 "a" 6 "TRC" NA
"13201" 28 "b" 15 "TRC" 0
"13202" 28 "b" 15 "TRC" 0
"13203" 28 "b" 15 "TRC" 0
"13204" 28 "b" 15 "TRC" 0
"13205" 28 "b" 15 "TRC" 2
"13206" 28 "b" 15 "TRC" 1
"13207" 28 "b" 15 "TRC" 2
"13208" 28 "b" 15 "TRC" 1
"13209" 28 "b" 15 "TRC" 1
"13210" 28 "b" 15 "TRC" NA
"13211" 28 "b" 15 "TRC" NA
"13212" 28 "b" 15 "TRC" NA
"13213" 28 "d" 1 "TRC" 0
"13214" 28 "d" 1 "TRC" 1
"13215" 28 "d" 1 "TRC" 0
"13216" 28 "d" 1 "TRC" 0
"13217" 28 "d" 1 "TRC" 0
"13218" 28 "d" 1 "TRC" 0
"13219" 28 "d" 1 "TRC" 0
"13220" 28 "d" 1 "TRC" NA
"13221" 28 "d" 1 "TRC" 1
"13222" 28 "d" 1 "TRC" NA
"13223" 28 "d" 1 "TRC" NA
"13224" 28 "d" 1 "TRC" NA
"13225" 28 "c" 4 "TRC" 0
"13226" 28 "c" 4 "TRC" 0
"13227" 28 "c" 4 "TRC" 0
"13228" 28 "c" 4 "TRC" 1
"13229" 28 "c" 4 "TRC" 1
"13230" 28 "c" 4 "TRC" 1
"13231" 28 "c" 4 "TRC" 1
"13232" 28 "c" 4 "TRC" 0
"13233" 28 "c" 4 "TRC" 1
"13234" 28 "c" 4 "TRC" NA
"13235" 28 "c" 4 "TRC" NA
"13236" 28 "c" 4 "TRC" NA
"13237" 28 "b" 7 "TRC" 0
"13238" 28 "b" 7 "TRC" 0
"13239" 28 "b" 7 "TRC" 1
"13240" 28 "b" 7 "TRC" 0
"13241" 28 "b" 7 "TRC" 1
"13242" 28 "b" 7 "TRC" 0
"13243" 28 "b" 7 "TRC" 2
"13244" 28 "b" 7 "TRC" 2
"13245" 28 "b" 7 "TRC" NA
"13246" 28 "b" 7 "TRC" 1
"13247" 28 "b" 7 "TRC" NA
"13248" 28 "b" 7 "TRC" NA
"13249" 28 "c" 8 "TRC" 0
"13250" 28 "c" 8 "TRC" 1
"13251" 28 "c" 8 "TRC" 1
"13252" 28 "c" 8 "TRC" 0
"13253" 28 "c" 8 "TRC" 1
"13254" 28 "c" 8 "TRC" 0
"13255" 28 "c" 8 "TRC" 0
"13256" 28 "c" 8 "TRC" 0
"13257" 28 "c" 8 "TRC" 1
"13258" 28 "c" 8 "TRC" NA
"13259" 28 "c" 8 "TRC" NA
"13260" 28 "c" 8 "TRC" NA
"13261" 28 "b" 3 "TRC" 0
"13262" 28 "b" 3 "TRC" 4
"13263" 28 "b" 3 "TRC" 1
"13264" 28 "b" 3 "TRC" 0
"13265" 28 "b" 3 "TRC" 1
"13266" 28 "b" 3 "TRC" 0
"13267" 28 "b" 3 "TRC" 1
"13268" 28 "b" 3 "TRC" 2
"13269" 28 "b" 3 "TRC" 2
"13270" 28 "b" 3 "TRC" 1
"13271" 28 "b" 3 "TRC" 1
"13272" 28 "b" 3 "TRC" NA
"13273" 29 "b" 10 "TRC" 0
"13274" 29 "b" 10 "TRC" 0
"13275" 29 "b" 10 "TRC" 0
"13276" 29 "b" 10 "TRC" 1
"13277" 29 "b" 10 "TRC" 1
"13278" 29 "b" 10 "TRC" 1
"13279" 29 "b" 10 "TRC" NA
"13280" 29 "b" 10 "TRC" 0
"13281" 29 "b" 10 "TRC" 0
"13282" 29 "b" 10 "TRC" NA
"13283" 29 "b" 10 "TRC" 0
"13284" 29 "b" 10 "TRC" NA
"13285" 29 "b" 2 "TRC" 0
"13286" 29 "b" 2 "TRC" 1
"13287" 29 "b" 2 "TRC" 2
"13288" 29 "b" 2 "TRC" 1
"13289" 29 "b" 2 "TRC" 2
"13290" 29 "b" 2 "TRC" 0
"13291" 29 "b" 2 "TRC" 1
"13292" 29 "b" 2 "TRC" 1
"13293" 29 "b" 2 "TRC" 1
"13294" 29 "b" 2 "TRC" 2
"13295" 29 "b" 2 "TRC" NA
"13296" 29 "b" 2 "TRC" NA
"13297" 29 "d" 16 "TRC" 0
"13298" 29 "d" 16 "TRC" 0
"13299" 29 "d" 16 "TRC" 1
"13300" 29 "d" 16 "TRC" 2
"13301" 29 "d" 16 "TRC" 2
"13302" 29 "d" 16 "TRC" 0
"13303" 29 "d" 16 "TRC" 0
"13304" 29 "d" 16 "TRC" 1
"13305" 29 "d" 16 "TRC" 1
"13306" 29 "d" 16 "TRC" NA
"13307" 29 "d" 16 "TRC" NA
"13308" 29 "d" 16 "TRC" NA
"13309" 29 "c" 3 "TRC" 0
"13310" 29 "c" 3 "TRC" 0
"13311" 29 "c" 3 "TRC" 2
"13312" 29 "c" 3 "TRC" 4
"13313" 29 "c" 3 "TRC" 1
"13314" 29 "c" 3 "TRC" 1
"13315" 29 "c" 3 "TRC" 1
"13316" 29 "c" 3 "TRC" 0
"13317" 29 "c" 3 "TRC" 1
"13318" 29 "c" 3 "TRC" 1
