"subject" "condition" "item" "variable" "value"
"10309" 11 "b" 12 "TRC" 0
"10310" 11 "b" 12 "TRC" 0
"10311" 11 "b" 12 "TRC" 1
"10312" 11 "b" 12 "TRC" 2
"10313" 11 "b" 12 "TRC" 0
"10314" 11 "b" 12 "TRC" 0
"10315" 11 "b" 12 "TRC" 0
"10316" 11 "b" 12 "TRC" 1
"10317" 11 "b" 12 "TRC" NA
"10318" 11 "b" 12 "TRC" 1
"10319" 11 "b" 12 "TRC" NA
"10320" 11 "b" 12 "TRC" NA
"10321" 11 "a" 7 "TRC" 0
"10322" 11 "a" 7 "TRC" 0
"10323" 11 "a" 7 "TRC" 0
"10324" 11 "a" 7 "TRC" 0
"10325" 11 "a" 7 "TRC" 0
"10326" 11 "a" 7 "TRC" 0
"10327" 11 "a" 7 "TRC" 1
"10328" 11 "a" 7 "TRC" 0
"10329" 11 "a" 7 "TRC" 0
"10330" 11 "a" 7 "TRC" 1
"10331" 11 "a" 7 "TRC" NA
"10332" 11 "a" 7 "TRC" NA
"10333" 11 "a" 3 "TRC" 0
"10334" 11 "a" 3 "TRC" 1
"10335" 11 "a" 3 "TRC" 1
"10336" 11 "a" 3 "TRC" 0
"10337" 11 "a" 3 "TRC" 1
"10338" 11 "a" 3 "TRC" 0
"10339" 11 "a" 3 "TRC" 0
"10340" 11 "a" 3 "TRC" 0
"10341" 11 "a" 3 "TRC" 0
"10342" 11 "a" 3 "TRC" 0
"10343" 11 "a" 3 "TRC" 1
"10344" 11 "a" 3 "TRC" NA
"10345" 11 "b" 8 "TRC" 0
"10346" 11 "b" 8 "TRC" 0
"10347" 11 "b" 8 "TRC" 0
"10348" 11 "b" 8 "TRC" 0
"10349" 11 "b" 8 "TRC" 0
"10350" 11 "b" 8 "TRC" 0
"10351" 11 "b" 8 "TRC" 0
"10352" 11 "b" 8 "TRC" 0
"10353" 11 "b" 8 "TRC" 0
"10354" 11 "b" 8 "TRC" NA
"10355" 11 "b" 8 "TRC" NA
"10356" 11 "b" 8 "TRC" NA
"10357" 11 "d" 2 "TRC" 0
"10358" 11 "d" 2 "TRC" 0
"10359" 11 "d" 2 "TRC" 1
"10360" 11 "d" 2 "TRC" 0
"10361" 11 "d" 2 "TRC" 1
"10362" 11 "d" 2 "TRC" 1
"10363" 11 "d" 2 "TRC" 2
"10364" 11 "d" 2 "TRC" 1
"10365" 11 "d" 2 "TRC" 2
"10366" 11 "d" 2 "TRC" NA
"10367" 11 "d" 2 "TRC" NA
"10368" 11 "d" 2 "TRC" NA
"10369" 11 "d" 6 "TRC" 0
"10370" 11 "d" 6 "TRC" 0
"10371" 11 "d" 6 "TRC" 0
"10372" 11 "d" 6 "TRC" 0
"10373" 11 "d" 6 "TRC" 0
"10374" 11 "d" 6 "TRC" 0
"10375" 11 "d" 6 "TRC" 0
"10376" 11 "d" 6 "TRC" 0
"10377" 11 "d" 6 "TRC" 0
"10378" 11 "d" 6 "TRC" NA
"10379" 11 "d" 6 "TRC" NA
"10380" 11 "d" 6 "TRC" NA
"10381" 11 "b" 16 "TRC" 0
"10382" 11 "b" 16 "TRC" 0
"10383" 11 "b" 16 "TRC" 1
"10384" 11 "b" 16 "TRC" 1
"10385" 11 "b" 16 "TRC" 0
"10386" 11 "b" 16 "TRC" 0
"10387" 11 "b" 16 "TRC" 0
"10388" 11 "b" 16 "TRC" 1
"10389" 11 "b" 16 "TRC" 0
"10390" 11 "b" 16 "TRC" 1
"10391" 11 "b" 16 "TRC" NA
"10392" 11 "b" 16 "TRC" NA
"10393" 12 "c" 12 "TRC" 0
"10394" 12 "c" 12 "TRC" 0
"10395" 12 "c" 12 "TRC" 1
"10396" 12 "c" 12 "TRC" 1
"10397" 12 "c" 12 "TRC" 0
"10398" 12 "c" 12 "TRC" 1
"10399" 12 "c" 12 "TRC" 1
"10400" 12 "c" 12 "TRC" NA
"10401" 12 "c" 12 "TRC" 2
"10402" 12 "c" 12 "TRC" NA
"10403" 12 "c" 12 "TRC" NA
"10404" 12 "c" 12 "TRC" NA
"10405" 12 "b" 15 "TRC" 0
"10406" 12 "b" 15 "TRC" 1
"10407" 12 "b" 15 "TRC" 3
"10408" 12 "b" 15 "TRC" 1
"10409" 12 "b" 15 "TRC" 2
"10410" 12 "b" 15 "TRC" 1
"10411" 12 "b" 15 "TRC" 1
"10412" 12 "b" 15 "TRC" 2
"10413" 12 "b" 15 "TRC" 4
"10414" 12 "b" 15 "TRC" 3
"10415" 12 "b" 15 "TRC" NA
"10416" 12 "b" 15 "TRC" NA
"10417" 12 "a" 2 "TRC" 0
"10418" 12 "a" 2 "TRC" 3
"10419" 12 "a" 2 "TRC" 3
"10420" 12 "a" 2 "TRC" 0
"10421" 12 "a" 2 "TRC" 3
"10422" 12 "a" 2 "TRC" 3
"10423" 12 "a" 2 "TRC" 4
"10424" 12 "a" 2 "TRC" 2
"10425" 12 "a" 2 "TRC" 1
"10426" 12 "a" 2 "TRC" 3
"10427" 12 "a" 2 "TRC" NA
"10428" 12 "a" 2 "TRC" NA
"10429" 12 "d" 5 "TRC" 0
"10430" 12 "d" 5 "TRC" 1
"10431" 12 "d" 5 "TRC" 3
"10432" 12 "d" 5 "TRC" 2
"10433" 12 "d" 5 "TRC" 2
"10434" 12 "d" 5 "TRC" 1
"10435" 12 "d" 5 "TRC" 1
"10436" 12 "d" 5 "TRC" 0
"10437" 12 "d" 5 "TRC" 1
"10438" 12 "d" 5 "TRC" 2
"10439" 12 "d" 5 "TRC" NA
"10440" 12 "d" 5 "TRC" NA
"10441" 12 "d" 13 "TRC" 0
"10442" 12 "d" 13 "TRC" 2
"10443" 12 "d" 13 "TRC" 1
"10444" 12 "d" 13 "TRC" 0
"10445" 12 "d" 13 "TRC" 1
"10446" 12 "d" 13 "TRC" 0
"10447" 12 "d" 13 "TRC" 0
"10448" 12 "d" 13 "TRC" 1
"10449" 12 "d" 13 "TRC" 1
"10450" 12 "d" 13 "TRC" NA
"10451" 12 "d" 13 "TRC" NA
"10452" 12 "d" 13 "TRC" NA
"10453" 12 "d" 1 "TRC" 0
"10454" 12 "d" 1 "TRC" 1
"10455" 12 "d" 1 "TRC" 1
"10456" 12 "d" 1 "TRC" 2
"10457" 12 "d" 1 "TRC" 2
"10458" 12 "d" 1 "TRC" 0
"10459" 12 "d" 1 "TRC" 0
"10460" 12 "d" 1 "TRC" 1
"10461" 12 "d" 1 "TRC" 3
"10462" 12 "d" 1 "TRC" NA
"10463" 12 "d" 1 "TRC" NA
"10464" 12 "d" 1 "TRC" NA
"10465" 12 "b" 7 "TRC" 0
"10466" 12 "b" 7 "TRC" 1
"10467" 12 "b" 7 "TRC" 2
"10468" 12 "b" 7 "TRC" 2
"10469" 12 "b" 7 "TRC" 2
"10470" 12 "b" 7 "TRC" 2
"10471" 12 "b" 7 "TRC" 4
"10472" 12 "b" 7 "TRC" 3
"10473" 12 "b" 7 "TRC" 4
"10474" 12 "b" 7 "TRC" 2
"10475" 12 "b" 7 "TRC" NA
"10476" 12 "b" 7 "TRC" NA
"10477" 12 "a" 14 "TRC" 0
"10478" 12 "a" 14 "TRC" 1
"10479" 12 "a" 14 "TRC" 3
"10480" 12 "a" 14 "TRC" 0
"10481" 12 "a" 14 "TRC" 1
"10482" 12 "a" 14 "TRC" 1
"10483" 12 "a" 14 "TRC" 1
"10484" 12 "a" 14 "TRC" 2
"10485" 12 "a" 14 "TRC" 1
"10486" 12 "a" 14 "TRC" 1
"10487" 12 "a" 14 "TRC" 1
"10488" 12 "a" 14 "TRC" NA
"10489" 12 "c" 16 "TRC" 0
"10490" 12 "c" 16 "TRC" 2
"10491" 12 "c" 16 "TRC" 5
"10492" 12 "c" 16 "TRC" 3
"10493" 12 "c" 16 "TRC" 1
"10494" 12 "c" 16 "TRC" 2
"10495" 12 "c" 16 "TRC" 0
"10496" 12 "c" 16 "TRC" 1
"10497" 12 "c" 16 "TRC" 1
"10498" 12 "c" 16 "TRC" NA
"10499" 12 "c" 16 "TRC" NA
"10500" 12 "c" 16 "TRC" NA
"10501" 12 "c" 8 "TRC" 0
"10502" 12 "c" 8 "TRC" 4
"10503" 12 "c" 8 "TRC" 6
"10504" 12 "c" 8 "TRC" 2
"10505" 12 "c" 8 "TRC" 2
"10506" 12 "c" 8 "TRC" 2
"10507" 12 "c" 8 "TRC" 1
"10508" 12 "c" 8 "TRC" 1
"10509" 12 "c" 8 "TRC" 4
"10510" 12 "c" 8 "TRC" NA
"10511" 12 "c" 8 "TRC" NA
"10512" 12 "c" 8 "TRC" NA
"10513" 12 "c" 4 "TRC" NA
"10514" 12 "c" 4 "TRC" NA
"10515" 12 "c" 4 "TRC" NA
"10516" 12 "c" 4 "TRC" NA
"10517" 12 "c" 4 "TRC" NA
"10518" 12 "c" 4 "TRC" NA
"10519" 12 "c" 4 "TRC" NA
"10520" 12 "c" 4 "TRC" 0
"10521" 12 "c" 4 "TRC" NA
"10522" 12 "c" 4 "TRC" NA
"10523" 12 "c" 4 "TRC" NA
"10524" 12 "c" 4 "TRC" NA
"10525" 12 "a" 6 "TRC" 0
"10526" 12 "a" 6 "TRC" 2
"10527" 12 "a" 6 "TRC" 2
"10528" 12 "a" 6 "TRC" 1
"10529" 12 "a" 6 "TRC" 1
"10530" 12 "a" 6 "TRC" 2
"10531" 12 "a" 6 "TRC" 1
"10532" 12 "a" 6 "TRC" 2
"10533" 12 "a" 6 "TRC" 3
"10534" 12 "a" 6 "TRC" 2
"10535" 12 "a" 6 "TRC" 3
"10536" 12 "a" 6 "TRC" NA
"10537" 12 "d" 9 "TRC" 0
"10538" 12 "d" 9 "TRC" 1
"10539" 12 "d" 9 "TRC" 1
"10540" 12 "d" 9 "TRC" 2
"10541" 12 "d" 9 "TRC" 1
"10542" 12 "d" 9 "TRC" 0
"10543" 12 "d" 9 "TRC" 0
"10544" 12 "d" 9 "TRC" NA
"10545" 12 "d" 9 "TRC" 1
"10546" 12 "d" 9 "TRC" NA
"10547" 12 "d" 9 "TRC" NA
"10548" 12 "d" 9 "TRC" NA
"10549" 12 "a" 10 "TRC" 0
"10550" 12 "a" 10 "TRC" 3
"10551" 12 "a" 10 "TRC" 5
"10552" 12 "a" 10 "TRC" 2
"10553" 12 "a" 10 "TRC" 4
"10554" 12 "a" 10 "TRC" 1
"10555" 12 "a" 10 "TRC" 1
"10556" 12 "a" 10 "TRC" 2
"10557" 12 "a" 10 "TRC" 3
"10558" 12 "a" 10 "TRC" 4
"10559" 12 "a" 10 "TRC" 3
"10560" 12 "a" 10 "TRC" NA
"10561" 12 "b" 3 "TRC" 0
"10562" 12 "b" 3 "TRC" 2
"10563" 12 "b" 3 "TRC" 2
"10564" 12 "b" 3 "TRC" 0
"10565" 12 "b" 3 "TRC" 1
"10566" 12 "b" 3 "TRC" 2
"10567" 12 "b" 3 "TRC" 1
"10568" 12 "b" 3 "TRC" 2
"10569" 12 "b" 3 "TRC" 4
"10570" 12 "b" 3 "TRC" 2
"10571" 12 "b" 3 "TRC" 1
"10572" 12 "b" 3 "TRC" NA
"10573" 13 "b" 6 "TRC" 0
"10574" 13 "b" 6 "TRC" 0
"10575" 13 "b" 6 "TRC" 1
"10576" 13 "b" 6 "TRC" 1
"10577" 13 "b" 6 "TRC" 0
"10578" 13 "b" 6 "TRC" 1
"10579" 13 "b" 6 "TRC" 0
"10580" 13 "b" 6 "TRC" 0
"10581" 13 "b" 6 "TRC" 0
"10582" 13 "b" 6 "TRC" NA
"10583" 13 "b" 6 "TRC" 3
"10584" 13 "b" 6 "TRC" NA
"10585" 13 "a" 9 "TRC" 0
"10586" 13 "a" 9 "TRC" 0
"10587" 13 "a" 9 "TRC" 1
"10588" 13 "a" 9 "TRC" 2
"10589" 13 "a" 9 "TRC" 2
"10590" 13 "a" 9 "TRC" 0
"10591" 13 "a" 9 "TRC" 2
"10592" 13 "a" 9 "TRC" 2
"10593" 13 "a" 9 "TRC" 3
"10594" 13 "a" 9 "TRC" 4
"10595" 13 "a" 9 "TRC" NA
"10596" 13 "a" 9 "TRC" NA
"10597" 13 "c" 15 "TRC" 0
"10598" 13 "c" 15 "TRC" 0
"10599" 13 "c" 15 "TRC" 5
"10600" 13 "c" 15 "TRC" 2
"10601" 13 "c" 15 "TRC" 0
"10602" 13 "c" 15 "TRC" 0
"10603" 13 "c" 15 "TRC" 0
"10604" 13 "c" 15 "TRC" 2
"10605" 13 "c" 15 "TRC" 1
"10606" 13 "c" 15 "TRC" NA
"10607" 13 "c" 15 "TRC" NA
"10608" 13 "c" 15 "TRC" NA
"10609" 13 "c" 3 "TRC" 0
"10610" 13 "c" 3 "TRC" 0
"10611" 13 "c" 3 "TRC" 2
"10612" 13 "c" 3 "TRC" 1
"10613" 13 "c" 3 "TRC" 1
"10614" 13 "c" 3 "TRC" 0
"10615" 13 "c" 3 "TRC" 0
"10616" 13 "c" 3 "TRC" 1
"10617" 13 "c" 3 "TRC" 0
"10618" 13 "c" 3 "TRC" 3
"10619" 13 "c" 3 "TRC" NA
"10620" 13 "c" 3 "TRC" NA
"10621" 13 "d" 8 "TRC" 0
"10622" 13 "d" 8 "TRC" 2
"10623" 13 "d" 8 "TRC" 1
"10624" 13 "d" 8 "TRC" 2
"10625" 13 "d" 8 "TRC" 0
"10626" 13 "d" 8 "TRC" 0
"10627" 13 "d" 8 "TRC" 2
"10628" 13 "d" 8 "TRC" 1
"10629" 13 "d" 8 "TRC" 2
"10630" 13 "d" 8 "TRC" NA
"10631" 13 "d" 8 "TRC" NA
"10632" 13 "d" 8 "TRC" NA
"10633" 13 "b" 2 "TRC" 0
"10634" 13 "b" 2 "TRC" 0
"10635" 13 "b" 2 "TRC" 3
"10636" 13 "b" 2 "TRC" 1
"10637" 13 "b" 2 "TRC" 0
"10638" 13 "b" 2 "TRC" 0
"10639" 13 "b" 2 "TRC" 1
"10640" 13 "b" 2 "TRC" 1
"10641" 13 "b" 2 "TRC" 1
"10642" 13 "b" 2 "TRC" 2
"10643" 13 "b" 2 "TRC" NA
"10644" 13 "b" 2 "TRC" NA
"10645" 13 "a" 5 "TRC" 0
"10646" 13 "a" 5 "TRC" 1
"10647" 13 "a" 5 "TRC" 7
"10648" 13 "a" 5 "TRC" 4
"10649" 13 "a" 5 "TRC" 3
"10650" 13 "a" 5 "TRC" 5
"10651" 13 "a" 5 "TRC" 8
"10652" 13 "a" 5 "TRC" 3
"10653" 13 "a" 5 "TRC" 2
"10654" 13 "a" 5 "TRC" 2
"10655" 13 "a" 5 "TRC" 1
"10656" 13 "a" 5 "TRC" NA
"10657" 13 "b" 14 "TRC" 0
"10658" 13 "b" 14 "TRC" 1
"10659" 13 "b" 14 "TRC" 4
"10660" 13 "b" 14 "TRC" 2
"10661" 13 "b" 14 "TRC" 0
"10662" 13 "b" 14 "TRC" 3
"10663" 13 "b" 14 "TRC" 1
"10664" 13 "b" 14 "TRC" 6
"10665" 13 "b" 14 "TRC" 2
"10666" 13 "b" 14 "TRC" 1
"10667" 13 "b" 14 "TRC" NA
"10668" 13 "b" 14 "TRC" NA
"10669" 13 "a" 13 "TRC" 0
"10670" 13 "a" 13 "TRC" 0
"10671" 13 "a" 13 "TRC" 4
"10672" 13 "a" 13 "TRC" 1
"10673" 13 "a" 13 "TRC" 2
"10674" 13 "a" 13 "TRC" 3
"10675" 13 "a" 13 "TRC" 1
"10676" 13 "a" 13 "TRC" 2
"10677" 13 "a" 13 "TRC" NA
"10678" 13 "a" 13 "TRC" 1
"10679" 13 "a" 13 "TRC" NA
"10680" 13 "a" 13 "TRC" NA
"10681" 13 "b" 10 "TRC" 0
"10682" 13 "b" 10 "TRC" 3
"10683" 13 "b" 10 "TRC" 7
"10684" 13 "b" 10 "TRC" 1
"10685" 13 "b" 10 "TRC" 2
"10686" 13 "b" 10 "TRC" 2
"10687" 13 "b" 10 "TRC" 1
"10688" 13 "b" 10 "TRC" 1
"10689" 13 "b" 10 "TRC" 2
"10690" 13 "b" 10 "TRC" NA
"10691" 13 "b" 10 "TRC" 2
"10692" 13 "b" 10 "TRC" NA
"10693" 13 "a" 1 "TRC" 0
"10694" 13 "a" 1 "TRC" 2
"10695" 13 "a" 1 "TRC" 2
"10696" 13 "a" 1 "TRC" 1
"10697" 13 "a" 1 "TRC" 1
"10698" 13 "a" 1 "TRC" 1
"10699" 13 "a" 1 "TRC" 2
"10700" 13 "a" 1 "TRC" 1
"10701" 13 "a" 1 "TRC" 1
"10702" 13 "a" 1 "TRC" 3
"10703" 13 "a" 1 "TRC" NA
"10704" 13 "a" 1 "TRC" NA
"10705" 13 "d" 4 "TRC" 0
"10706" 13 "d" 4 "TRC" 1
"10707" 13 "d" 4 "TRC" 3
"10708" 13 "d" 4 "TRC" NA
"10709" 13 "d" 4 "TRC" 0
"10710" 13 "d" 4 "TRC" 0
"10711" 13 "d" 4 "TRC" 1
"10712" 13 "d" 4 "TRC" 0
"10713" 13 "d" 4 "TRC" 2
"10714" 13 "d" 4 "TRC" NA
"10715" 13 "d" 4 "TRC" NA
"10716" 13 "d" 4 "TRC" NA
"10717" 13 "d" 16 "TRC" 0
"10718" 13 "d" 16 "TRC" 2
"10719" 13 "d" 16 "TRC" 0
"10720" 13 "d" 16 "TRC" 2
"10721" 13 "d" 16 "TRC" 1
"10722" 13 "d" 16 "TRC" 1
"10723" 13 "d" 16 "TRC" 2
"10724" 13 "d" 16 "TRC" 3
"10725" 13 "d" 16 "TRC" NA
"10726" 13 "d" 16 "TRC" NA
"10727" 13 "d" 16 "TRC" NA
"10728" 13 "d" 16 "TRC" NA
"10729" 13 "d" 12 "TRC" 0
"10730" 13 "d" 12 "TRC" 2
"10731" 13 "d" 12 "TRC" 9
"10732" 13 "d" 12 "TRC" 2
"10733" 13 "d" 12 "TRC" 6
"10734" 13 "d" 12 "TRC" 2
"10735" 13 "d" 12 "TRC" 3
"10736" 13 "d" 12 "TRC" 3
"10737" 13 "d" 12 "TRC" 3
"10738" 13 "d" 12 "TRC" NA
"10739" 13 "d" 12 "TRC" NA
"10740" 13 "d" 12 "TRC" NA
"10741" 13 "c" 7 "TRC" 0
"10742" 13 "c" 7 "TRC" 1
"10743" 13 "c" 7 "TRC" 2
"10744" 13 "c" 7 "TRC" 1
"10745" 13 "c" 7 "TRC" 2
"10746" 13 "c" 7 "TRC" 1
"10747" 13 "c" 7 "TRC" 0
"10748" 13 "c" 7 "TRC" 1
"10749" 13 "c" 7 "TRC" 1
"10750" 13 "c" 7 "TRC" NA
"10751" 13 "c" 7 "TRC" NA
"10752" 13 "c" 7 "TRC" NA
"10753" 14 "c" 10 "TRC" 0
"10754" 14 "c" 10 "TRC" 1
"10755" 14 "c" 10 "TRC" 4
"10756" 14 "c" 10 "TRC" 3
"10757" 14 "c" 10 "TRC" 1
"10758" 14 "c" 10 "TRC" 1
"10759" 14 "c" 10 "TRC" NA
"10760" 14 "c" 10 "TRC" 0
"10761" 14 "c" 10 "TRC" 1
"10762" 14 "c" 10 "TRC" 3
"10763" 14 "c" 10 "TRC" NA
"10764" 14 "c" 10 "TRC" NA
"10765" 14 "d" 7 "TRC" 0
"10766" 14 "d" 7 "TRC" 0
"10767" 14 "d" 7 "TRC" 3
"10768" 14 "d" 7 "TRC" 1
"10769" 14 "d" 7 "TRC" 1
"10770" 14 "d" 7 "TRC" 1
"10771" 14 "d" 7 "TRC" 1
"10772" 14 "d" 7 "TRC" 2
"10773" 14 "d" 7 "TRC" NA
"10774" 14 "d" 7 "TRC" NA
"10775" 14 "d" 7 "TRC" NA
"10776" 14 "d" 7 "TRC" NA
"10777" 14 "c" 2 "TRC" 0
"10778" 14 "c" 2 "TRC" 0
"10779" 14 "c" 2 "TRC" 2
"10780" 14 "c" 2 "TRC" 2
"10781" 14 "c" 2 "TRC" 1
"10782" 14 "c" 2 "TRC" 3
"10783" 14 "c" 2 "TRC" 1
"10784" 14 "c" 2 "TRC" 1
"10785" 14 "c" 2 "TRC" 1
"10786" 14 "c" 2 "TRC" NA
"10787" 14 "c" 2 "TRC" NA
"10788" 14 "c" 2 "TRC" NA
"10789" 14 "b" 13 "TRC" 0
"10790" 14 "b" 13 "TRC" NA
"10791" 14 "b" 13 "TRC" 0
"10792" 14 "b" 13 "TRC" 0
"10793" 14 "b" 13 "TRC" 1
"10794" 14 "b" 13 "TRC" 1
"10795" 14 "b" 13 "TRC" 2
"10796" 14 "b" 13 "TRC" 2
"10797" 14 "b" 13 "TRC" NA
"10798" 14 "b" 13 "TRC" 3
"10799" 14 "b" 13 "TRC" NA
"10800" 14 "b" 13 "TRC" NA
"10801" 14 "b" 9 "TRC" 0
"10802" 14 "b" 9 "TRC" 0
"10803" 14 "b" 9 "TRC" 1
"10804" 14 "b" 9 "TRC" 0
"10805" 14 "b" 9 "TRC" 0
"10806" 14 "b" 9 "TRC" 1
"10807" 14 "b" 9 "TRC" 2
"10808" 14 "b" 9 "TRC" 2
"10809" 14 "b" 9 "TRC" 1
"10810" 14 "b" 9 "TRC" 2
"10811" 14 "b" 9 "TRC" NA
"10812" 14 "b" 9 "TRC" NA
"10813" 14 "a" 8 "TRC" 0
"10814" 14 "a" 8 "TRC" 1
"10815" 14 "a" 8 "TRC" 2
"10816" 14 "a" 8 "TRC" 1
"10817" 14 "a" 8 "TRC" 1
"10818" 14 "a" 8 "TRC" 1
"10819" 14 "a" 8 "TRC" 1
"10820" 14 "a" 8 "TRC" 2
"10821" 14 "a" 8 "TRC" 1
"10822" 14 "a" 8 "TRC" NA
"10823" 14 "a" 8 "TRC" NA
"10824" 14 "a" 8 "TRC" NA
"10825" 14 "b" 1 "TRC" 0
"10826" 14 "b" 1 "TRC" 0
"10827" 14 "b" 1 "TRC" 0
"10828" 14 "b" 1 "TRC" 0
"10829" 14 "b" 1 "TRC" 0
"10830" 14 "b" 1 "TRC" 1
"10831" 14 "b" 1 "TRC" 1
"10832" 14 "b" 1 "TRC" 2
"10833" 14 "b" 1 "TRC" 2
"10834" 14 "b" 1 "TRC" 2
"10835" 14 "b" 1 "TRC" NA
"10836" 14 "b" 1 "TRC" NA
"10837" 14 "d" 3 "TRC" 0
"10838" 14 "d" 3 "TRC" 0
"10839" 14 "d" 3 "TRC" 3
"10840" 14 "d" 3 "TRC" 0
"10841" 14 "d" 3 "TRC" 2
"10842" 14 "d" 3 "TRC" 1
"10843" 14 "d" 3 "TRC" 0
"10844" 14 "d" 3 "TRC" 2
"10845" 14 "d" 3 "TRC" 2
"10846" 14 "d" 3 "TRC" 2
"10847" 14 "d" 3 "TRC" NA
"10848" 14 "d" 3 "TRC" NA
"10849" 14 "a" 4 "TRC" 0
"10850" 14 "a" 4 "TRC" 2
"10851" 14 "a" 4 "TRC" 1
"10852" 14 "a" 4 "TRC" 1
"10853" 14 "a" 4 "TRC" 4
"10854" 14 "a" 4 "TRC" 2
"10855" 14 "a" 4 "TRC" 0
"10856" 14 "a" 4 "TRC" 2
"10857" 14 "a" 4 "TRC" 1
"10858" 14 "a" 4 "TRC" 2
"10859" 14 "a" 4 "TRC" NA
"10860" 14 "a" 4 "TRC" NA
"10861" 14 "a" 12 "TRC" 0
"10862" 14 "a" 12 "TRC" 0
"10863" 14 "a" 12 "TRC" 2
"10864" 14 "a" 12 "TRC" 1
"10865" 14 "a" 12 "TRC" 3
"10866" 14 "a" 12 "TRC" 0
"10867" 14 "a" 12 "TRC" 2
"10868" 14 "a" 12 "TRC" 1
"10869" 14 "a" 12 "TRC" NA
"10870" 14 "a" 12 "TRC" 3
"10871" 14 "a" 12 "TRC" NA
"10872" 14 "a" 12 "TRC" NA
"10873" 14 "b" 5 "TRC" 0
"10874" 14 "b" 5 "TRC" 0
"10875" 14 "b" 5 "TRC" 0
"10876" 14 "b" 5 "TRC" 0
"10877" 14 "b" 5 "TRC" 0
"10878" 14 "b" 5 "TRC" 2
"10879" 14 "b" 5 "TRC" 1
"10880" 14 "b" 5 "TRC" 3
"10881" 14 "b" 5 "TRC" 1
"10882" 14 "b" 5 "TRC" NA
"10883" 14 "b" 5 "TRC" NA
"10884" 14 "b" 5 "TRC" NA
"10885" 14 "a" 16 "TRC" 0
"10886" 14 "a" 16 "TRC" 1
"10887" 14 "a" 16 "TRC" 1
"10888" 14 "a" 16 "TRC" 1
"10889" 14 "a" 16 "TRC" 1
"10890" 14 "a" 16 "TRC" 0
"10891" 14 "a" 16 "TRC" 1
"10892" 14 "a" 16 "TRC" 3
"10893" 14 "a" 16 "TRC" NA
"10894" 14 "a" 16 "TRC" 1
"10895" 14 "a" 16 "TRC" NA
"10896" 14 "a" 16 "TRC" NA
"10897" 14 "c" 14 "TRC" 0
"10898" 14 "c" 14 "TRC" NA
"10899" 14 "c" 14 "TRC" 0
"10900" 14 "c" 14 "TRC" 0
"10901" 14 "c" 14 "TRC" 3
"10902" 14 "c" 14 "TRC" 0
"10903" 14 "c" 14 "TRC" NA
"10904" 14 "c" 14 "TRC" 1
"10905" 14 "c" 14 "TRC" NA
"10906" 14 "c" 14 "TRC" 1
"10907" 14 "c" 14 "TRC" NA
"10908" 14 "c" 14 "TRC" NA
"10909" 14 "c" 6 "TRC" 0
"10910" 14 "c" 6 "TRC" 1
"10911" 14 "c" 6 "TRC" 0
"10912" 14 "c" 6 "TRC" 0
"10913" 14 "c" 6 "TRC" 0
"10914" 14 "c" 6 "TRC" 0
"10915" 14 "c" 6 "TRC" 1
"10916" 14 "c" 6 "TRC" 0
"10917" 14 "c" 6 "TRC" NA
"10918" 14 "c" 6 "TRC" 4
"10919" 14 "c" 6 "TRC" NA
"10920" 14 "c" 6 "TRC" NA
"10921" 14 "d" 15 "TRC" 0
"10922" 14 "d" 15 "TRC" 1
"10923" 14 "d" 15 "TRC" 2
"10924" 14 "d" 15 "TRC" 1
"10925" 14 "d" 15 "TRC" 0
"10926" 14 "d" 15 "TRC" 2
"10927" 14 "d" 15 "TRC" 0
"10928" 14 "d" 15 "TRC" 2
"10929" 14 "d" 15 "TRC" NA
"10930" 14 "d" 15 "TRC" NA
"10931" 14 "d" 15 "TRC" NA
"10932" 14 "d" 15 "TRC" NA
"10933" 15 "d" 6 "TRC" 0
"10934" 15 "d" 6 "TRC" 0
"10935" 15 "d" 6 "TRC" 2
"10936" 15 "d" 6 "TRC" 2
"10937" 15 "d" 6 "TRC" 0
"10938" 15 "d" 6 "TRC" 1
"10939" 15 "d" 6 "TRC" 0
"10940" 15 "d" 6 "TRC" 2
"10941" 15 "d" 6 "TRC" 0
"10942" 15 "d" 6 "TRC" 1
"10943" 15 "d" 6 "TRC" NA
"10944" 15 "d" 6 "TRC" NA
"10945" 15 "a" 15 "TRC" 0
"10946" 15 "a" 15 "TRC" 0
"10947" 15 "a" 15 "TRC" 0
"10948" 15 "a" 15 "TRC" 1
"10949" 15 "a" 15 "TRC" 1
"10950" 15 "a" 15 "TRC" 0
"10951" 15 "a" 15 "TRC" 1
"10952" 15 "a" 15 "TRC" NA
"10953" 15 "a" 15 "TRC" NA
"10954" 15 "a" 15 "TRC" NA
"10955" 15 "a" 15 "TRC" NA
"10956" 15 "a" 15 "TRC" NA
"10957" 15 "d" 10 "TRC" 0
"10958" 15 "d" 10 "TRC" 0
"10959" 15 "d" 10 "TRC" 1
"10960" 15 "d" 10 "TRC" 3
"10961" 15 "d" 10 "TRC" 0
"10962" 15 "d" 10 "TRC" 1
"10963" 15 "d" 10 "TRC" 0
"10964" 15 "d" 10 "TRC" 3
"10965" 15 "d" 10 "TRC" 0
"10966" 15 "d" 10 "TRC" 2
"10967" 15 "d" 10 "TRC" NA
"10968" 15 "d" 10 "TRC" NA
"10969" 15 "d" 2 "TRC" 0
"10970" 15 "d" 2 "TRC" NA
"10971" 15 "d" 2 "TRC" 0
"10972" 15 "d" 2 "TRC" 1
"10973" 15 "d" 2 "TRC" 1
